test_trial,precision,recall,f1,model
97,0.6410256410256411,0.3246753246753247,0.43103448275862066,ela_wo_poly_100p
98,0.6511627906976745,0.8682170542635659,0.7441860465116279,ela_wo_poly_100p
99,0.4421052631578947,0.4883720930232558,0.46408839779005523,ela_wo_poly_100p
0,0.7647058823529411,0.21666666666666667,0.33766233766233766,ridg_wo_poly_100p
1,0.6103896103896104,0.5108695652173914,0.5562130177514794,ridg_wo_poly_100p
2,0.6666666666666666,0.023255813953488372,0.0449438202247191,ridg_wo_poly_100p
3,0.38095238095238093,0.26229508196721313,0.3106796116504854,ridg_wo_poly_100p
4,0.6549707602339181,0.9180327868852459,0.7645051194539249,ridg_wo_poly_100p
5,0.7837837837837838,0.3625,0.49572649572649574,ridg_wo_poly_100p
6,0.7333333333333333,0.616,0.6695652173913044,ridg_wo_poly_100p
7,0.6415094339622641,0.3434343434343434,0.4473684210526316,ridg_wo_poly_100p
8,0.6758241758241759,0.9389312977099237,0.7859424920127794,ridg_wo_poly_100p
9,0.6571428571428571,0.5348837209302325,0.5897435897435898,ridg_wo_poly_100p
10,0.6224489795918368,0.5213675213675214,0.5674418604651164,ridg_wo_poly_100p
11,0.5357142857142857,0.6944444444444444,0.6048387096774193,ridg_wo_poly_100p
12,0.6649214659685864,0.9694656488549618,0.7888198757763975,ridg_wo_poly_100p
13,0.4868421052631579,0.6166666666666667,0.5441176470588235,ridg_wo_poly_100p
14,0.5652173913043478,0.8041237113402062,0.6638297872340424,ridg_wo_poly_100p
15,0.7019867549668874,0.8760330578512396,0.7794117647058822,ridg_wo_poly_100p
16,0.5497382198952879,0.963302752293578,0.6999999999999998,ridg_wo_poly_100p
17,0.7142857142857143,0.10416666666666667,0.18181818181818182,ridg_wo_poly_100p
18,0.6938775510204082,0.35789473684210527,0.47222222222222215,ridg_wo_poly_100p
19,0.6296296296296297,0.952,0.7579617834394904,ridg_wo_poly_100p
20,0.65625,0.984375,0.7875,ridg_wo_poly_100p
21,0.46551724137931033,0.7012987012987013,0.5595854922279793,ridg_wo_poly_100p
22,0.6702127659574468,0.5727272727272728,0.6176470588235294,ridg_wo_poly_100p
23,0.6590909090909091,0.71900826446281,0.6877470355731226,ridg_wo_poly_100p
24,0.7647058823529411,0.8602941176470589,0.8096885813148789,ridg_wo_poly_100p
25,0.46956521739130436,0.782608695652174,0.5869565217391305,ridg_wo_poly_100p
26,0.7088607594936709,0.8235294117647058,0.761904761904762,ridg_wo_poly_100p
27,0.616822429906542,0.7951807228915663,0.6947368421052631,ridg_wo_poly_100p
28,0.5804195804195804,0.8137254901960784,0.6775510204081633,ridg_wo_poly_100p
29,0.8333333333333334,0.05154639175257732,0.0970873786407767,ridg_wo_poly_100p
30,0.6444444444444445,0.5420560747663551,0.5888324873096447,ridg_wo_poly_100p
31,0.5045871559633027,0.7142857142857143,0.5913978494623656,ridg_wo_poly_100p
32,0.6808510638297872,0.8495575221238938,0.7559055118110236,ridg_wo_poly_100p
33,0.6422764227642277,0.7247706422018348,0.6810344827586207,ridg_wo_poly_100p
34,0.47058823529411764,0.36363636363636365,0.41025641025641024,ridg_wo_poly_100p
35,0.6063829787234043,0.5757575757575758,0.5906735751295337,ridg_wo_poly_100p
36,0.4634146341463415,0.4418604651162791,0.45238095238095233,ridg_wo_poly_100p
37,0.375,0.07228915662650602,0.1212121212121212,ridg_wo_poly_100p
38,0.7769784172661871,0.7769784172661871,0.7769784172661871,ridg_wo_poly_100p
39,0.6326530612244898,0.34444444444444444,0.4460431654676259,ridg_wo_poly_100p
40,0.4057971014492754,0.6292134831460674,0.49339207048458156,ridg_wo_poly_100p
41,0.6287425149700598,0.8677685950413223,0.7291666666666666,ridg_wo_poly_100p
42,0.710691823899371,0.889763779527559,0.7902097902097902,ridg_wo_poly_100p
43,0.6,0.6605504587155964,0.62882096069869,ridg_wo_poly_100p
44,0.5064102564102564,0.8229166666666666,0.626984126984127,ridg_wo_poly_100p
45,0.5333333333333333,0.19753086419753085,0.2882882882882883,ridg_wo_poly_100p
46,0.6868131868131868,0.9124087591240876,0.7836990595611285,ridg_wo_poly_100p
47,0.8027210884353742,0.8082191780821918,0.8054607508532423,ridg_wo_poly_100p
48,0.5925925925925926,0.34782608695652173,0.4383561643835616,ridg_wo_poly_100p
49,0.6519337016574586,0.921875,0.7637540453074435,ridg_wo_poly_100p
50,0.6040268456375839,0.8181818181818182,0.694980694980695,ridg_wo_poly_100p
51,0.7721518987341772,0.5648148148148148,0.6524064171122994,ridg_wo_poly_100p
52,0.7894736842105263,0.15789473684210525,0.2631578947368421,ridg_wo_poly_100p
53,0.6896551724137931,0.96,0.802675585284281,ridg_wo_poly_100p
54,0.46745562130177515,0.9080459770114943,0.6171875,ridg_wo_poly_100p
55,0.6111111111111112,0.7652173913043478,0.6795366795366795,ridg_wo_poly_100p
56,0.6288659793814433,0.991869918699187,0.7697160883280757,ridg_wo_poly_100p
57,0.6992481203007519,0.8230088495575221,0.7560975609756098,ridg_wo_poly_100p
58,0.7272727272727273,0.34782608695652173,0.4705882352941176,ridg_wo_poly_100p
59,0.6875,0.25882352941176473,0.3760683760683761,ridg_wo_poly_100p
60,0.581081081081081,0.8037383177570093,0.6745098039215686,ridg_wo_poly_100p
61,0.7588235294117647,0.9020979020979021,0.8242811501597443,ridg_wo_poly_100p
62,0.6103896103896104,0.8623853211009175,0.714828897338403,ridg_wo_poly_100p
63,0.5833333333333334,0.44871794871794873,0.5072463768115941,ridg_wo_poly_100p
64,0.4444444444444444,0.19753086419753085,0.2735042735042735,ridg_wo_poly_100p
65,0.48148148148148145,0.5064935064935064,0.4936708860759493,ridg_wo_poly_100p
66,0.780952380952381,0.7387387387387387,0.7592592592592593,ridg_wo_poly_100p
67,0.5662650602409639,0.5949367088607594,0.5802469135802469,ridg_wo_poly_100p
68,0.6904761904761905,0.4566929133858268,0.5497630331753555,ridg_wo_poly_100p
69,0.6585365853658537,0.574468085106383,0.6136363636363638,ridg_wo_poly_100p
70,0.8012422360248447,0.9280575539568345,0.86,ridg_wo_poly_100p
71,0.7666666666666667,0.6301369863013698,0.6917293233082706,ridg_wo_poly_100p
72,0.6396396396396397,0.6893203883495146,0.663551401869159,ridg_wo_poly_100p
73,0.78125,0.8992805755395683,0.8361204013377926,ridg_wo_poly_100p
74,0.6885245901639344,0.42,0.5217391304347826,ridg_wo_poly_100p
75,0.738562091503268,0.875968992248062,0.801418439716312,ridg_wo_poly_100p
76,0.744,0.7099236641221374,0.7265625,ridg_wo_poly_100p
77,0.7207792207792207,0.8740157480314961,0.790035587188612,ridg_wo_poly_100p
78,0.4523809523809524,0.7215189873417721,0.5560975609756097,ridg_wo_poly_100p
79,0.38181818181818183,0.25925925925925924,0.30882352941176466,ridg_wo_poly_100p
80,0.6519337016574586,0.9291338582677166,0.7662337662337662,ridg_wo_poly_100p
81,0.35,0.3111111111111111,0.32941176470588235,ridg_wo_poly_100p
82,0.6893939393939394,0.6842105263157895,0.6867924528301887,ridg_wo_poly_100p
83,0.5913978494623656,0.5092592592592593,0.5472636815920398,ridg_wo_poly_100p
84,0.8106508875739645,0.8954248366013072,0.8509316770186335,ridg_wo_poly_100p
85,0.5737704918032787,0.6796116504854369,0.6222222222222222,ridg_wo_poly_100p
86,0.5882352941176471,0.9090909090909091,0.7142857142857143,ridg_wo_poly_100p
87,0.6,0.24,0.34285714285714286,ridg_wo_poly_100p
88,0.7307692307692307,0.40425531914893614,0.5205479452054794,ridg_wo_poly_100p
89,0.7150537634408602,0.9779411764705882,0.8260869565217392,ridg_wo_poly_100p
90,0.6176470588235294,0.5454545454545454,0.5793103448275863,ridg_wo_poly_100p
91,0.4666666666666667,0.3888888888888889,0.42424242424242425,ridg_wo_poly_100p
92,0.7878787878787878,0.23853211009174313,0.36619718309859156,ridg_wo_poly_100p
93,0.3333333333333333,0.014084507042253521,0.027027027027027032,ridg_wo_poly_100p
94,0.7102272727272727,0.8928571428571429,0.7911392405063291,ridg_wo_poly_100p
95,0.55,0.9252336448598131,0.6898954703832753,ridg_wo_poly_100p
96,0.5757575757575758,0.7755102040816326,0.6608695652173914,ridg_wo_poly_100p
97,0.6666666666666666,0.2857142857142857,0.4,ridg_wo_poly_100p
98,0.6331360946745562,0.8294573643410853,0.7181208053691276,ridg_wo_poly_100p
99,0.5111111111111111,0.5348837209302325,0.5227272727272726,ridg_wo_poly_100p
0,0.8823529411764706,0.25,0.38961038961038963,ridg_w_poly_100p
1,0.484472049689441,0.8478260869565217,0.6166007905138341,ridg_w_poly_100p
2,0.47058823529411764,0.5581395348837209,0.5106382978723404,ridg_w_poly_100p
3,0.4727272727272727,0.4262295081967213,0.44827586206896547,ridg_w_poly_100p
4,0.7868852459016393,0.39344262295081966,0.5245901639344261,ridg_w_poly_100p
5,0.6075949367088608,0.6,0.6037735849056604,ridg_w_poly_100p
6,0.7333333333333333,0.528,0.613953488372093,ridg_w_poly_100p
7,0.5514705882352942,0.7575757575757576,0.6382978723404256,ridg_w_poly_100p
8,0.7615384615384615,0.7557251908396947,0.7586206896551725,ridg_w_poly_100p
9,0.5698924731182796,0.6162790697674418,0.5921787709497206,ridg_w_poly_100p
10,0.6,0.9230769230769231,0.7272727272727274,ridg_w_poly_100p
11,0.5471698113207547,0.8055555555555556,0.651685393258427,ridg_w_poly_100p
12,0.6702127659574468,0.9618320610687023,0.7899686520376176,ridg_w_poly_100p
13,0.4782608695652174,0.55,0.5116279069767442,ridg_w_poly_100p
14,0.5337078651685393,0.979381443298969,0.6909090909090908,ridg_w_poly_100p
15,0.7666666666666667,0.5702479338842975,0.6540284360189573,ridg_w_poly_100p
16,0.5833333333333334,0.3211009174311927,0.4142011834319527,ridg_w_poly_100p
17,0.5555555555555556,0.10416666666666667,0.1754385964912281,ridg_w_poly_100p
18,0.6140350877192983,0.3684210526315789,0.46052631578947373,ridg_w_poly_100p
19,0.62,0.992,0.7630769230769231,ridg_w_poly_100p
20,0.6833333333333333,0.9609375,0.7987012987012987,ridg_w_poly_100p
21,0.8214285714285714,0.2987012987012987,0.4380952380952381,ridg_w_poly_100p
22,0.7708333333333334,0.33636363636363636,0.46835443037974683,ridg_w_poly_100p
23,0.7415730337078652,0.5454545454545454,0.6285714285714286,ridg_w_poly_100p
24,0.8181818181818182,0.7279411764705882,0.7704280155642023,ridg_w_poly_100p
25,0.5714285714285714,0.2898550724637681,0.38461538461538464,ridg_w_poly_100p
26,0.6751269035532995,0.9779411764705882,0.7987987987987988,ridg_w_poly_100p
27,0.487012987012987,0.9036144578313253,0.6329113924050633,ridg_w_poly_100p
28,0.6714285714285714,0.46078431372549017,0.5465116279069767,ridg_w_poly_100p
29,0.48258706467661694,1.0,0.6510067114093959,ridg_w_poly_100p
30,0.6181818181818182,0.3177570093457944,0.41975308641975306,ridg_w_poly_100p
31,0.45,0.7012987012987013,0.5482233502538071,ridg_w_poly_100p
32,0.6708074534161491,0.9557522123893806,0.7883211678832117,ridg_w_poly_100p
33,0.5586592178770949,0.9174311926605505,0.6944444444444445,ridg_w_poly_100p
34,0.5294117647058824,0.20454545454545456,0.29508196721311475,ridg_w_poly_100p
35,0.5426829268292683,0.898989898989899,0.6768060836501901,ridg_w_poly_100p
36,0.4213197969543147,0.9651162790697675,0.5865724381625442,ridg_w_poly_100p
37,0.425531914893617,0.963855421686747,0.5904059040590406,ridg_w_poly_100p
38,0.7454545454545455,0.8848920863309353,0.8092105263157896,ridg_w_poly_100p
39,0.5,0.9666666666666667,0.6590909090909091,ridg_w_poly_100p
40,0.25,0.011235955056179775,0.02150537634408602,ridg_w_poly_100p
41,0.5989847715736041,0.9752066115702479,0.7421383647798743,ridg_w_poly_100p
42,0.6535947712418301,0.7874015748031497,0.7142857142857143,ridg_w_poly_100p
43,0.7068965517241379,0.7522935779816514,0.728888888888889,ridg_w_poly_100p
44,0.6,0.21875,0.3206106870229008,ridg_w_poly_100p
45,0.4444444444444444,0.09876543209876543,0.1616161616161616,ridg_w_poly_100p
46,0.6942675159235668,0.7956204379562044,0.7414965986394558,ridg_w_poly_100p
47,0.8489208633093526,0.8082191780821918,0.8280701754385964,ridg_w_poly_100p
48,0.5070422535211268,0.782608695652174,0.6153846153846154,ridg_w_poly_100p
49,0.6331658291457286,0.984375,0.7706422018348623,ridg_w_poly_100p
50,0.6666666666666666,0.5454545454545454,0.6,ridg_w_poly_100p
51,0.8333333333333334,0.4166666666666667,0.5555555555555556,ridg_w_poly_100p
52,0.6721311475409836,0.43157894736842106,0.5256410256410255,ridg_w_poly_100p
53,0.672316384180791,0.952,0.7880794701986755,ridg_w_poly_100p
54,0.543859649122807,0.3563218390804598,0.4305555555555556,ridg_w_poly_100p
55,0.5783783783783784,0.9304347826086956,0.7133333333333334,ridg_w_poly_100p
56,0.6179775280898876,0.8943089430894309,0.7308970099667773,ridg_w_poly_100p
57,0.6582278481012658,0.9203539823008849,0.7675276752767527,ridg_w_poly_100p
58,0.49206349206349204,0.6739130434782609,0.5688073394495413,ridg_w_poly_100p
59,0.6296296296296297,0.6,0.6144578313253012,ridg_w_poly_100p
60,0.6012269938650306,0.9158878504672897,0.7259259259259259,ridg_w_poly_100p
61,0.7869822485207101,0.9300699300699301,0.8525641025641025,ridg_w_poly_100p
62,0.5773809523809523,0.8899082568807339,0.7003610108303248,ridg_w_poly_100p
63,1.0,0.1282051282051282,0.22727272727272727,ridg_w_poly_100p
64,0.0,0.0,0.0,ridg_w_poly_100p
65,0.4701492537313433,0.8181818181818182,0.5971563981042655,ridg_w_poly_100p
66,0.6971830985915493,0.8918918918918919,0.782608695652174,ridg_w_poly_100p
67,0.68,0.21518987341772153,0.3269230769230769,ridg_w_poly_100p
68,0.6373056994818653,0.968503937007874,0.7687499999999999,ridg_w_poly_100p
69,0.6190476190476191,0.8297872340425532,0.7090909090909091,ridg_w_poly_100p
70,0.802547770700637,0.9064748201438849,0.8513513513513515,ridg_w_poly_100p
71,0.704225352112676,0.684931506849315,0.6944444444444443,ridg_w_poly_100p
72,0.5875,0.912621359223301,0.7148288973384032,ridg_w_poly_100p
73,0.7120418848167539,0.9784172661870504,0.8242424242424242,ridg_w_poly_100p
74,0.5365853658536586,0.88,0.6666666666666667,ridg_w_poly_100p
75,0.7361111111111112,0.8217054263565892,0.7765567765567766,ridg_w_poly_100p
76,0.7142857142857143,0.8778625954198473,0.7876712328767124,ridg_w_poly_100p
77,0.6705202312138728,0.9133858267716536,0.7733333333333333,ridg_w_poly_100p
78,0.47058823529411764,0.810126582278481,0.5953488372093023,ridg_w_poly_100p
79,0.44166666666666665,0.654320987654321,0.5273631840796019,ridg_w_poly_100p
80,0.6796116504854369,0.5511811023622047,0.6086956521739131,ridg_w_poly_100p
81,0.42857142857142855,0.13333333333333333,0.20338983050847456,ridg_w_poly_100p
82,0.7211538461538461,0.5639097744360902,0.6329113924050633,ridg_w_poly_100p
83,0.7222222222222222,0.24074074074074073,0.3611111111111111,ridg_w_poly_100p
84,0.7845303867403315,0.9281045751633987,0.8502994011976048,ridg_w_poly_100p
85,0.631578947368421,0.11650485436893204,0.19672131147540986,ridg_w_poly_100p
86,0.580110497237569,0.9545454545454546,0.7216494845360825,ridg_w_poly_100p
87,0.5052631578947369,0.64,0.5647058823529412,ridg_w_poly_100p
88,0.6578947368421053,0.5319148936170213,0.5882352941176471,ridg_w_poly_100p
89,0.7569444444444444,0.8014705882352942,0.7785714285714286,ridg_w_poly_100p
90,0.6078431372549019,0.4025974025974026,0.48437499999999994,ridg_w_poly_100p
91,0.455026455026455,0.9555555555555556,0.6164874551971327,ridg_w_poly_100p
92,0.8181818181818182,0.24770642201834864,0.3802816901408451,ridg_w_poly_100p
93,0.3333333333333333,0.1267605633802817,0.1836734693877551,ridg_w_poly_100p
94,0.7375,0.8428571428571429,0.7866666666666667,ridg_w_poly_100p
95,0.5473684210526316,0.9719626168224299,0.7003367003367004,ridg_w_poly_100p
96,0.5967741935483871,0.7551020408163265,0.6666666666666666,ridg_w_poly_100p
97,0.6851851851851852,0.4805194805194805,0.5648854961832062,ridg_w_poly_100p
98,0.6326530612244898,0.9612403100775194,0.7630769230769232,ridg_w_poly_100p
99,0.4626865671641791,0.7209302325581395,0.5636363636363636,ridg_w_poly_100p
0,0.8048780487804879,0.275,0.40993788819875776,ela_w_poly_100p
1,0.46408839779005523,0.9130434782608695,0.6153846153846153,ela_w_poly_100p
2,0.5,0.011627906976744186,0.022727272727272724,ela_w_poly_100p
3,0.42857142857142855,0.639344262295082,0.5131578947368421,ela_w_poly_100p
4,0.7536231884057971,0.4262295081967213,0.544502617801047,ela_w_poly_100p
5,0.782608695652174,0.225,0.34951456310679613,ela_w_poly_100p
6,0.6119402985074627,0.984,0.7546012269938651,ela_w_poly_100p
7,0.7435897435897436,0.29292929292929293,0.4202898550724638,ela_w_poly_100p
8,0.695906432748538,0.9083969465648855,0.7880794701986754,ela_w_poly_100p
9,0.8333333333333334,0.23255813953488372,0.3636363636363636,ela_w_poly_100p
10,0.6,0.9743589743589743,0.7426710097719869,ela_w_poly_100p
11,0.75,0.2222222222222222,0.34285714285714286,ela_w_poly_100p
12,0.676829268292683,0.8473282442748091,0.7525423728813558,ela_w_poly_100p
13,0.75,0.15,0.24999999999999997,ela_w_poly_100p
14,0.5138121546961326,0.9587628865979382,0.6690647482014389,ela_w_poly_100p
15,0.7938144329896907,0.6363636363636364,0.7064220183486238,ela_w_poly_100p
16,0.6415094339622641,0.3119266055045872,0.4197530864197531,ela_w_poly_100p
17,0.6666666666666666,0.041666666666666664,0.0784313725490196,ela_w_poly_100p
18,0.4857142857142857,0.8947368421052632,0.6296296296296297,ela_w_poly_100p
19,0.6157635467980296,1.0,0.7621951219512195,ela_w_poly_100p
20,0.6721311475409836,0.9609375,0.7909967845659164,ela_w_poly_100p
21,0.7857142857142857,0.14285714285714285,0.24175824175824173,ela_w_poly_100p
22,0.8333333333333334,0.13636363636363635,0.23437499999999997,ela_w_poly_100p
23,0.7340425531914894,0.5702479338842975,0.6418604651162791,ela_w_poly_100p
24,0.7549668874172185,0.8382352941176471,0.794425087108014,ela_w_poly_100p
25,0.7692307692307693,0.14492753623188406,0.24390243902439027,ela_w_poly_100p
26,0.7614678899082569,0.6102941176470589,0.6775510204081633,ela_w_poly_100p
27,0.539568345323741,0.9036144578313253,0.6756756756756758,ela_w_poly_100p
28,0.5485714285714286,0.9411764705882353,0.6931407942238267,ela_w_poly_100p
29,0.4973544973544973,0.9690721649484536,0.6573426573426573,ela_w_poly_100p
30,0.72,0.5046728971962616,0.5934065934065933,ela_w_poly_100p
31,1.0,0.012987012987012988,0.025641025641025647,ela_w_poly_100p
32,0.6938775510204082,0.9026548672566371,0.7846153846153846,ela_w_poly_100p
33,0.5755813953488372,0.908256880733945,0.704626334519573,ela_w_poly_100p
34,0.5151515151515151,0.38636363636363635,0.44155844155844154,ela_w_poly_100p
35,0.5423728813559322,0.9696969696969697,0.6956521739130436,ela_w_poly_100p
36,0.42783505154639173,0.9651162790697675,0.5928571428571429,ela_w_poly_100p
37,0.4146341463414634,0.8192771084337349,0.5506072874493927,ela_w_poly_100p
38,0.773972602739726,0.8129496402877698,0.7929824561403509,ela_w_poly_100p
39,0.5029940119760479,0.9333333333333333,0.6536964980544747,ela_w_poly_100p
40,0.45108695652173914,0.9325842696629213,0.608058608058608,ela_w_poly_100p
41,0.7222222222222222,0.10743801652892562,0.18705035971223022,ela_w_poly_100p
42,0.6363636363636364,0.8818897637795275,0.7392739273927391,ela_w_poly_100p
43,0.5706214689265536,0.926605504587156,0.7062937062937062,ela_w_poly_100p
44,0.7272727272727273,0.3333333333333333,0.4571428571428572,ela_w_poly_100p
45,0.65,0.16049382716049382,0.25742574257425743,ela_w_poly_100p
46,0.6994818652849741,0.9854014598540146,0.8181818181818182,ela_w_poly_100p
47,0.8051948051948052,0.8493150684931506,0.8266666666666668,ela_w_poly_100p
48,0.52,0.7065217391304348,0.599078341013825,ela_w_poly_100p
49,0.6336633663366337,1.0,0.7757575757575758,ela_w_poly_100p
50,0.5722222222222222,0.9363636363636364,0.710344827586207,ela_w_poly_100p
51,0.8,0.37037037037037035,0.5063291139240506,ela_w_poly_100p
52,0.535483870967742,0.8736842105263158,0.664,ela_w_poly_100p
53,0.6666666666666666,0.96,0.7868852459016393,ela_w_poly_100p
54,0.5714285714285714,0.1839080459770115,0.2782608695652174,ela_w_poly_100p
55,0.5863874345549738,0.9739130434782609,0.7320261437908497,ela_w_poly_100p
56,0.6111111111111112,0.983739837398374,0.7538940809968847,ela_w_poly_100p
57,0.7755102040816326,0.672566371681416,0.7203791469194313,ela_w_poly_100p
58,0.5645161290322581,0.7608695652173914,0.6481481481481481,ela_w_poly_100p
59,0.7241379310344828,0.49411764705882355,0.5874125874125875,ela_w_poly_100p
60,0.7906976744186046,0.3177570093457944,0.4533333333333333,ela_w_poly_100p
61,0.7540983606557377,0.965034965034965,0.8466257668711655,ela_w_poly_100p
62,0.6730769230769231,0.3211009174311927,0.43478260869565216,ela_w_poly_100p
63,0.4457831325301205,0.47435897435897434,0.45962732919254656,ela_w_poly_100p
64,0.40588235294117647,0.8518518518518519,0.549800796812749,ela_w_poly_100p
65,0.5882352941176471,0.7792207792207793,0.670391061452514,ela_w_poly_100p
66,0.7397260273972602,0.4864864864864865,0.5869565217391305,ela_w_poly_100p
67,0.5135135135135135,0.7215189873417721,0.6,ela_w_poly_100p
68,0.6588235294117647,0.8818897637795275,0.7542087542087541,ela_w_poly_100p
69,0.6428571428571429,0.7659574468085106,0.6990291262135921,ela_w_poly_100p
70,0.7745664739884393,0.9640287769784173,0.8589743589743589,ela_w_poly_100p
71,0.8636363636363636,0.2602739726027397,0.39999999999999997,ela_w_poly_100p
72,0.7931034482758621,0.44660194174757284,0.5714285714285715,ela_w_poly_100p
73,0.7697368421052632,0.841726618705036,0.8041237113402062,ela_w_poly_100p
74,0.5571428571428572,0.39,0.45882352941176474,ela_w_poly_100p
75,0.7290322580645161,0.875968992248062,0.795774647887324,ela_w_poly_100p
76,0.7524752475247525,0.5801526717557252,0.6551724137931034,ela_w_poly_100p
77,0.6578947368421053,0.984251968503937,0.7886435331230285,ela_w_poly_100p
78,0.6666666666666666,0.17721518987341772,0.28,ela_w_poly_100p
79,0.5714285714285714,0.04938271604938271,0.09090909090909091,ela_w_poly_100p
80,0.6373626373626373,0.9133858267716536,0.7508090614886731,ela_w_poly_100p
81,0.375,0.2,0.26086956521739135,ela_w_poly_100p
82,0.6596858638743456,0.9473684210526315,0.7777777777777778,ela_w_poly_100p
83,0.5675675675675675,0.7777777777777778,0.65625,ela_w_poly_100p
84,0.797752808988764,0.9281045751633987,0.8580060422960725,ela_w_poly_100p
85,0.7333333333333333,0.21359223300970873,0.33082706766917286,ela_w_poly_100p
86,0.5638297872340425,0.9636363636363636,0.7114093959731544,ela_w_poly_100p
87,0.5,0.17333333333333334,0.25742574257425743,ela_w_poly_100p
88,0.7096774193548387,0.46808510638297873,0.5641025641025641,ela_w_poly_100p
89,0.7850467289719626,0.6176470588235294,0.691358024691358,ela_w_poly_100p
90,0.6153846153846154,0.1038961038961039,0.1777777777777778,ela_w_poly_100p
91,0.453125,0.9666666666666667,0.6170212765957447,ela_w_poly_100p
92,0.8,0.29357798165137616,0.42953020134228187,ela_w_poly_100p
93,0.0,0.0,0.0,ela_w_poly_100p
94,0.7267080745341615,0.8357142857142857,0.7774086378737541,ela_w_poly_100p
95,0.5757575757575758,0.7102803738317757,0.6359832635983264,ela_w_poly_100p
96,0.75,0.5510204081632653,0.6352941176470588,ela_w_poly_100p
97,0.6923076923076923,0.11688311688311688,0.19999999999999998,ela_w_poly_100p
98,0.7047619047619048,0.5736434108527132,0.6324786324786325,ela_w_poly_100p
99,0.5384615384615384,0.08139534883720931,0.1414141414141414,ela_w_poly_100p
